TsIVdGePxwA.0039.wav|라반에게 두 딸이 있으니
TsIVdGePxwA.0040.wav|언니의 이름은 레아요 아우의 이름은 라헬이라
TsIVdGePxwA.0041.wav|레아는 시력이 약하고 라헬은 곱고 아리따우니
TsIVdGePxwA.0042.wav|야곱이 라헬을 더 사랑하므로 대답하되
TsIVdGePxwA.0043.wav|내가 외삼촌의 작은 딸 라헬을 위하여 외삼촌에게 칠 년을 섬기리이다
TsIVdGePxwA.0044.wav|라반이 이르되
TsIVdGePxwA.0045.wav|그를 네게 주는 것이 타인에게 주는 것보다 나으니 나와 함께 있으라
TsIVdGePxwA.0046.wav|야곱이 라헬을 위하여 칠 년 동안 라반을 섬겼으나
TsIVdGePxwA.0047.wav|그를 사랑하는 까닭에 칠 년을 며칠 같이 여겼더라
TsIVdGePxwA.0048.wav|야곱이 라반에게 이르되
TsIVdGePxwA.0049.wav|내 기한이 찼으니 내 아내를 내게 주소서
TsIVdGePxwA.0050.wav|내가 그에게 들어가겠나이다
TsIVdGePxwA.0051.wav|라반이 그 곳 사람을 다 모아 잔치하고
TsIVdGePxwA.0052.wav|저녁에 그의 딸 레아를 야곱에게로 데려가매
TsIVdGePxwA.0053.wav|야곱이 그에게로 들어가니라
TsIVdGePxwA.0054.wav|라반이 또 그의 여종 실바를 그의 딸 레아에게 시녀로 주었더라
TsIVdGePxwA.0055.wav|야곱이 아침에 보니 레아라
TsIVdGePxwA.0056.wav|라반에게 이르되
TsIVdGePxwA.0057.wav|외삼촌이 어찌하여 내게 이같이 행하셨나이까
TsIVdGePxwA.0058.wav|내가 라헬을 위하여 외삼촌을 섬기지 아니하였나이까
TsIVdGePxwA.0059.wav|외삼촌이 나를 속이심은 어찌됨이니이까
TsIVdGePxwA.0060.wav|라반이 이르되
TsIVdGePxwA.0061.wav|언니보다 아우를 먼저 주는 것은 우리 지방에서 하지 아니하는 바이라
TsIVdGePxwA.0062.wav|이를 위하여 칠 일을 채우라
TsIVdGePxwA.0063.wav|우리가 그도 네게 주리니
TsIVdGePxwA.0064.wav|네가 또 나를 칠 년 동안 섬길지니라
TsIVdGePxwA.0065.wav|야곱이 그대로 하여 그 칠 일을 채우매
TsIVdGePxwA.0066.wav|라반이 딸 라헬도 그에게 아내로 주고
TsIVdGePxwA.0067.wav|라반이 또 그의 여종 빌하를 그의 딸 라헬에게 주어 시녀가 되게 하매
TsIVdGePxwA.0068.wav|야곱이 또한 라헬에게로 들어갔고 그가 레아보다 라헬을 더 사랑하여 다시 칠 년 동안 라반을 섬겼더라
TsIVdGePxwA.0069.wav|여호와께서 레아가 사랑 받지 못함을 보시고 그의 태를 여셨으나
TsIVdGePxwA.0070.wav|라헬은 자녀가 없었더라
TsIVdGePxwA.0071.wav|레아가 임신하여 아들을 낳고 그 이름을 르우벤이라 하여 이르되
TsIVdGePxwA.0072.wav|여호와께서 나의 괴로움을 돌보셨으니
TsIVdGePxwA.0073.wav|이제는 내 남편이 나를 사랑하리로다 하였더라
TsIVdGePxwA.0074.wav|그가 다시 임신하여 아들을 낳고 이르되
TsIVdGePxwA.0075.wav|여호와께서 내가 사랑 받지 못함을 들으셨으므로
TsIVdGePxwA.0076.wav|내게 이 아들도 주셨도다 하고
TsIVdGePxwA.0077.wav|그의 이름을 시므온이라 하였으며
TsIVdGePxwA.0078.wav|그가 또 임신하여 아들을 낳고 이르되
TsIVdGePxwA.0079.wav|내가 그에게 세 아들을 낳았으니
TsIVdGePxwA.0080.wav|내 남편이 지금부터 나와 연합하리로다 하고 그의 이름을 레위라 하였으며
TsIVdGePxwA.0081.wav|그가 또 임신하여 아들을 낳고 이르되
TsIVdGePxwA.0082.wav|내가 이제는 여호와를 찬송하리로다 하고
TsIVdGePxwA.0083.wav|이로 말미암아 그가 그의 이름을 유다라 하였고 그의 출산이 멈추었더라
TsIVdGePxwA.0084.wav|창세기 30장
TsIVdGePxwA.0085.wav|라헬이 자기가 야곱에게서 아들을 낳지 못함을 보고 그의 언니를 시기하여 야곱에게 이르되
TsIVdGePxwA.0086.wav|내게 자식을 낳게 하라
TsIVdGePxwA.0087.wav|그렇지 아니하면 내가 죽겠노라
TsIVdGePxwA.0088.wav|야곱이 라헬에게 성을 내어 이르되
TsIVdGePxwA.0089.wav|그대를 임신하지 못하게 하시는 이는 하나님이시니 내가 하나님을 대신하겠느냐
TsIVdGePxwA.0090.wav|라헬이 이르되
TsIVdGePxwA.0091.wav|내 여종 빌하에게로 들어가라
TsIVdGePxwA.0092.wav|그가 아들을 낳아 내 무릎에 두리니 그러면 나도 그로 말미암아 자식을 얻겠노라 하고
TsIVdGePxwA.0093.wav|그의 시녀 빌하를 남편에게 아내로 주매
TsIVdGePxwA.0094.wav|야곱이 그에게로 들어갔더니
TsIVdGePxwA.0095.wav|빌하가 임신하여 야곱에게 아들을 낳은지라
TsIVdGePxwA.0096.wav|라헬이 이르되
TsIVdGePxwA.0097.wav|하나님이 내 억울함을 푸시려고 내 호소를 들으사 내게 아들을 주셨다 하고
TsIVdGePxwA.0098.wav|이로 말미암아 그의 이름을 단이라 하였으며
TsIVdGePxwA.0099.wav|라헬의 시녀 빌하가 다시 임신하여 둘째 아들을 야곱에게 낳으매
TsIVdGePxwA.0100.wav|라헬이 이르되
TsIVdGePxwA.0101.wav|내가 언니와 크게 경쟁하여 이겼다 하고 그의 이름을 납달리라 하였더라
TsIVdGePxwA.0102.wav|레아가 자기의 출산이 멈춤을 보고 그의 시녀 실바를 데려다가 야곱에게 주어 아내로 삼게 하였더니
TsIVdGePxwA.0103.wav|레아의 시녀 실바가 야곱에게서 아들을 낳으매
TsIVdGePxwA.0104.wav|레아가 이르되 복되도다 하고
TsIVdGePxwA.0105.wav|그의 이름을 갓이라 하였으며
TsIVdGePxwA.0106.wav|레아의 시녀 실바가 둘째 아들을 야곱에게 낳으매
TsIVdGePxwA.0107.wav|레아가 이르되 기쁘도다 모든 딸들이 나를 기쁜 자라 하리로다 하고 그의 이름을 아셀이라 하였더라
TsIVdGePxwA.0108.wav|밀 거둘 때 르우벤이 나가서 들에서 합환채를 얻어 그의 어머니 레아에게 드렸더니
TsIVdGePxwA.0109.wav|라헬이 레아에게 이르되
TsIVdGePxwA.0110.wav|언니의 아들의 합환채를 청구하노라
TsIVdGePxwA.0111.wav|레아가 그에게 이르되
TsIVdGePxwA.0112.wav|네가 내 남편을 빼앗은 것이 작은 일이냐
TsIVdGePxwA.0113.wav|그런데 네가 내 아들의 합환채도 빼앗고자 하느냐
TsIVdGePxwA.0114.wav|라헬이 이르되
TsIVdGePxwA.0115.wav|그러면 언니의 아들의 합환채 대신에 오늘 밤에 내 남편이 언니와 동침하리라 하니라
TsIVdGePxwA.0116.wav|저물 때에 야곱이 들에서 돌아오매
TsIVdGePxwA.0117.wav|레아가 나와서 그를 영접하며 이르되 내게로 들어오라
TsIVdGePxwA.0118.wav|내가 내 아들의 합환채로 당신을 샀노라
TsIVdGePxwA.0119.wav|그 밤에 야곱이 그와 동침하였더라
TsIVdGePxwA.0120.wav|하나님이 레아의 소원을 들으셨으므로 그가 임신하여 다섯째 아들을 야곱에게 낳은지라
TsIVdGePxwA.0121.wav|레아가 이르되
TsIVdGePxwA.0122.wav|내가 내 시녀를 내 남편에게 주었으므로
TsIVdGePxwA.0123.wav|하나님이 내게 그 값을 주셨다 하고 그의 이름을 잇사갈이라 하였으며
TsIVdGePxwA.0124.wav|레아가 다시 임신하여 여섯째 아들을 야곱에게 낳은지라
TsIVdGePxwA.0125.wav|레아가 이르되
TsIVdGePxwA.0126.wav|하나님이 내게 후한 선물을 주시도다
TsIVdGePxwA.0127.wav|내가 남편에게 여섯 아들을 낳았으니
TsIVdGePxwA.0128.wav|이제는 그가 나와 함께 살리라 하고
TsIVdGePxwA.0129.wav|그의 이름을 스불론이라 하였으며
TsIVdGePxwA.0130.wav|그 후에 그가 딸을 낳고 그의 이름을 디나라 하였더라
TsIVdGePxwA.0131.wav|하나님이 라헬을 생각하신지라
TsIVdGePxwA.0132.wav|하나님이 그의 소원을 들으시고 그의 태를 여셨으므로
TsIVdGePxwA.0133.wav|그가 임신하여 아들을 낳고 이르되
TsIVdGePxwA.0134.wav|하나님이 내 부끄러움을 씻으셨다 하고
TsIVdGePxwA.0135.wav|그 이름을 요셉이라 하니
TsIVdGePxwA.0136.wav|여호와는 다시 다른 아들을 내게 더하시기를 원하노라 하였더라
TsIVdGePxwA.0137.wav|라헬이 요셉을 낳았을 때에 야곱이 라반에게 이르되
TsIVdGePxwA.0138.wav|나를 보내어 내 고향 나의 땅으로 가게 하시되
TsIVdGePxwA.0139.wav|내가 외삼촌에게서 일하고 얻은 처자를 내게 주시어 나로 가게 하소서
TsIVdGePxwA.0140.wav|내가 외삼촌에게 한 일은 외삼촌이 아시나이다
TsIVdGePxwA.0141.wav|라반이 그에게 이르되
TsIVdGePxwA.0142.wav|여호와께서 너로 말미암아 내게 복 주신 줄을 내가 깨달았노니
TsIVdGePxwA.0143.wav|네가 나를 사랑스럽게 여기거든 그대로 있으라
TsIVdGePxwA.0144.wav|또 이르되 네 품삯을 정하라
TsIVdGePxwA.0145.wav|내가 그것을 주리라
TsIVdGePxwA.0146.wav|야곱이 그에게 이르되
TsIVdGePxwA.0147.wav|내가 어떻게 외삼촌을 섬겼는지 어떻게 외삼촌의 가축을 쳤는지 외삼촌이 아시나이다
TsIVdGePxwA.0148.wav|내가 오기 전에는 외삼촌의 소유가 적더니
TsIVdGePxwA.0149.wav|떼를 이루었으니 내 발이 이르는 곳마다 여호와께서 외삼촌에게 복을 주셨나이다
TsIVdGePxwA.0150.wav|그러나 나는 언제나 내 집을 세우리이까
TsIVdGePxwA.0151.wav|라반이 이르되
TsIVdGePxwA.0152.wav|내가 무엇으로 네게 주랴
TsIVdGePxwA.0153.wav|야곱이 이르되
TsIVdGePxwA.0154.wav|외삼촌께서 내게 아무것도 주시지 않아도 나를 위하여 이 일을 행하시면 내가 다시 외삼촌의 양 떼를 먹이고 지키리이다
TsIVdGePxwA.0155.wav|오늘 내가 외삼촌의 양 떼에 두루 다니며 그 양 중에 아롱진 것과 점 있는 것과 검은 것을 가려내며
TsIVdGePxwA.0156.wav|또 염소 중에 점 있는 것과 아롱진 것을 가려내리니
TsIVdGePxwA.0157.wav|이같은 것이 내 품삯이 되리이다
TsIVdGePxwA.0158.wav|후일에 외삼촌께서 오셔서 내 품삯을 조사하실 때에
TsIVdGePxwA.0159.wav|나의 의가 내 대답이 되리이다
TsIVdGePxwA.0160.wav|내게 혹시 염소 중 아롱지지 아니한 것이나 점이 없는 것이나
TsIVdGePxwA.0161.wav|양 중에 검지 아니한 것이 있거든 다 도둑질한 것으로 인정하소서
TsIVdGePxwA.0162.wav|라반이 이르되
TsIVdGePxwA.0163.wav|내가 네 말대로 하리라 하고
TsIVdGePxwA.0164.wav|그 날에 그가 숫염소 중 얼룩무늬 있는 것과 점 있는 것을 가리고
TsIVdGePxwA.0165.wav|암염소 중 흰 바탕에 아롱진 것과 점 있는 것을 가리고
TsIVdGePxwA.0166.wav|양 중의 검은 것들을 가려 자기 아들들의 손에 맡기고
TsIVdGePxwA.0167.wav|자기와 야곱의 사이를 사흘 길이 뜨게 하였고 야곱은 라반의 남은 양 떼를 치니라
TsIVdGePxwA.0168.wav|야곱이 버드나무와 살구나무와 신풍나무의 푸른 가지를 가져다가
TsIVdGePxwA.0169.wav|그것들의 껍질을 벗겨 흰 무늬를 내고
TsIVdGePxwA.0170.wav|그 껍질 벗긴 가지를 양 떼가 와서 먹는 개천의 물 구유에 세워
TsIVdGePxwA.0171.wav|양 떼를 향하게 하매
TsIVdGePxwA.0172.wav|그 떼가 물을 먹으러 올 때에 새끼를 배니
TsIVdGePxwA.0173.wav|가지 앞에서 새끼를 배므로 얼룩얼룩한 것과 점이 있고 아롱진 것을 낳은지라
TsIVdGePxwA.0174.wav|야곱이 새끼 양을 구분하고 그 얼룩무늬와 검은 빛 있는 것을 라반의 양과 서로 마주보게 하며
TsIVdGePxwA.0175.wav|자기 양을 따로 두어 라반의 양과 섞이지 않게 하며
TsIVdGePxwA.0176.wav|튼튼한 양이 새끼 밸 때에는 야곱이 개천에다가 양 떼의 눈 앞에 그 가지를 두어
TsIVdGePxwA.0177.wav|양이 그 가지 곁에서 새끼를 배게 하고
TsIVdGePxwA.0178.wav|약한 양이면 그 가지를 두지 아니하니
TsIVdGePxwA.0179.wav|그렇게 함으로 약한 것은 라반의 것이 되고
TsIVdGePxwA.0180.wav|튼튼한 것은 야곱의 것이 된지라
TsIVdGePxwA.0181.wav|이에 그 사람이 매우 번창하여 양 떼와 노비와 낙타와 나귀가 많았더라
TsIVdGePxwA.0182.wav|창세기 31장
TsIVdGePxwA.0183.wav|야곱이 라반의 아들들이 하는 말을 들은즉
TsIVdGePxwA.0184.wav|야곱이 우리 아버지의 소유를 다 빼앗고
TsIVdGePxwA.0185.wav|우리 아버지의 소유로 말미암아 이 모든 재물을 모았다 하는지라
TsIVdGePxwA.0186.wav|야곱이 라반의 안색을 본즉 자기에게 대하여 전과 같지 아니하더라
TsIVdGePxwA.0187.wav|여호와께서 야곱에게 이르시되
TsIVdGePxwA.0188.wav|네 조상의 땅 네 족속에게로 돌아가라
TsIVdGePxwA.0189.wav|내가 너와 함께 있으리라 하신지라
TsIVdGePxwA.0190.wav|야곱이 사람을 보내어 라헬과 레아를 자기 양 떼가 있는 들로 불러다가
TsIVdGePxwA.0191.wav|그들에게 이르되
TsIVdGePxwA.0192.wav|내가 그대들의 아버지의 안색을 본즉
TsIVdGePxwA.0193.wav|내게 대하여 전과 같지 아니하도다
TsIVdGePxwA.0194.wav|그러할지라도 내 아버지의 하나님은 나와 함께 계셨느니라
TsIVdGePxwA.0195.wav|그대들도 알거니와 내가 힘을 다하여 그대들의 아버지를 섬겼거늘
TsIVdGePxwA.0196.wav|그대들의 아버지가 나를 속여 품삯을 열 번이나 변경하였느니라
TsIVdGePxwA.0197.wav|그러나 하나님이 그를 막으사 나를 해치지 못하게 하셨으며
TsIVdGePxwA.0198.wav|그가 이르기를 점 있는 것이 네 삯이 되리라 하면
TsIVdGePxwA.0199.wav|온 양 떼가 낳은 것이 점 있는 것이요
TsIVdGePxwA.0200.wav|또 얼룩무늬 있는 것이 네 삯이 되리라 하면 온 양 떼가 낳은 것이 얼룩무늬 있는 것이니
TsIVdGePxwA.0201.wav|하나님이 이같이 그대들의 아버지의 가축을 빼앗아 내게 주셨느니라
TsIVdGePxwA.0202.wav|그 양 떼가 새끼 밸 때에 내가 꿈에 눈을 들어 보니
TsIVdGePxwA.0203.wav|양 떼를 탄 숫양은 다 얼룩무늬 있는 것과 점 있는 것과 아롱진 것이었더라
TsIVdGePxwA.0204.wav|꿈에 하나님의 사자가 내게 말씀하시기를
TsIVdGePxwA.0205.wav|야곱아 하기로 내가 대답하기를 여기 있나이다 하매
TsIVdGePxwA.0206.wav|이르시되 네 눈을 들어 보라
TsIVdGePxwA.0207.wav|양 떼를 탄 숫양은 다 얼룩무늬 있는 것 점 있는 것과 아롱진 것이니라
TsIVdGePxwA.0208.wav|라반이 네게 행한 모든 것을 내가 보았노라
TsIVdGePxwA.0209.wav|나는 벧엘의 하나님이라
TsIVdGePxwA.0210.wav|네가 거기서 기둥에 기름을 붓고
TsIVdGePxwA.0211.wav|거기서 내게 서원하였으니
TsIVdGePxwA.0212.wav|지금 일어나 이 곳을 떠나서 네 출생지로 돌아가라 하셨느니라
TsIVdGePxwA.0213.wav|라헬과 레아가 그에게 대답하여 이르되
TsIVdGePxwA.0214.wav|우리가 우리 아버지 집에서 무슨 분깃이나 유산이 있으리요
TsIVdGePxwA.0215.wav|아버지가 우리를 팔고 우리의 돈을 다 먹어버렸으니
TsIVdGePxwA.0216.wav|아버지가 우리를 외국인처럼 여기는 것이 아닌가
TsIVdGePxwA.0217.wav|하나님이 우리 아버지에게서 취하여 가신 재물은
TsIVdGePxwA.0218.wav|우리와 우리 자식의 것이니
TsIVdGePxwA.0219.wav|이제 하나님이 당신에게 이르신 일을 다 준행하라
TsIVdGePxwA.0220.wav|야곱이 일어나 자식들과 아내들을 낙타들에게 태우고
TsIVdGePxwA.0221.wav|그 모은 바 모든 가축과 모든 소유물 곧 그가 밧단아람에서 모은 가축을 이끌고
TsIVdGePxwA.0222.wav|가나안 땅에 있는 그의 아버지 이삭에게로 가려 할새
TsIVdGePxwA.0223.wav|그 때에 라반이 양털을 깎으러 갔으므로
TsIVdGePxwA.0224.wav|라헬은 그의 아버지의 드라빔을 도둑질하고
TsIVdGePxwA.0225.wav|야곱은 그 거취를 아람 사람 라반에게 말하지 아니하고 가만히 떠났더라
TsIVdGePxwA.0226.wav|그가 그의 모든 소유를 이끌고 강을 건너 길르앗 산을 향하여 도망한 지
TsIVdGePxwA.0227.wav|삼 일 만에 야곱이 도망한 것이 라반에게 들린지라
TsIVdGePxwA.0228.wav|라반이 그의 형제를 거느리고
TsIVdGePxwA.0229.wav|칠 일 길을 쫓아가 길르앗 산에서 그에게 이르렀더니
TsIVdGePxwA.0230.wav|밤에 하나님이 아람 사람 라반에게 현몽하여 이르시되
TsIVdGePxwA.0231.wav|너는 삼가 야곱에게 선악간에 말하지 말라 하셨더라
TsIVdGePxwA.0232.wav|라반이 야곱을 뒤쫓아 이르렀으니
TsIVdGePxwA.0233.wav|야곱이 그 산에 장막을 친지라
TsIVdGePxwA.0234.wav|라반이 그 형제와 더불어 길르앗 산에 장막을 치고
TsIVdGePxwA.0235.wav|라반이 야곱에게 이르되
TsIVdGePxwA.0236.wav|네가 나를 속이고 내 딸들을 칼에 사로잡힌 자 같이 끌고 갔으니 어찌 이같이 하였느냐
TsIVdGePxwA.0237.wav|내가 즐거움과 노래와 북과 수금으로 너를 보내겠거늘
TsIVdGePxwA.0238.wav|어찌하여 네가 나를 속이고 가만히 도망하고 내게 알리지 아니하였으며
TsIVdGePxwA.0239.wav|내가 내 손자들과 딸들에게 입맞추지 못하게 하였으니
TsIVdGePxwA.0240.wav|네 행위가 참으로 어리석도다
TsIVdGePxwA.0241.wav|너를 해할 만한 능력이 내 손에 있으나 너희 아버지의 하나님이 어제 밤에 내게 말씀하시기를
TsIVdGePxwA.0247.wav|외삼촌이 외삼촌의 딸들을 내게서 억지로 빼앗으리라 하여 두려워하였음이니이다
TsIVdGePxwA.0246.wav|내가 생각하기를
TsIVdGePxwA.0245.wav|야곱이 라반에게 대답하여 이르되
TsIVdGePxwA.0244.wav|어찌 내 신을 도둑질하였느냐
TsIVdGePxwA.0243.wav|이제 네가 네 아버지 집을 사모하여 돌아가려는 것은 옳거니와 어찌
TsIVdGePxwA.0242.wav|너는 삼가 야곱에게 선악간에 말하지 말라 하셨느니라
